query_toks_no_value,question,table name
"['select', 'name', 'from', 'conductor', 'order', 'by', 'year_of_work', 'desc', 'limit', 'value']",List the name of the conductor with the most years of work.,['conductor']
"['select', 'name', 'from', 'conductor', 'order', 'by', 'year_of_work', 'desc', 'limit', 'value']",What is the name of the conductor who has worked the greatest number of years?,['conductor']
"['select', 't1', '.', 'name', ',', 't2', '.', 'orchestra', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id']",Show the names of conductors and the orchestras they have conducted.,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', ',', 't2', '.', 'orchestra', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id']",What are the names of conductors as well as the corresonding orchestras that they have conducted?,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id', 'group', 'by', 't2', '.', 'conductor_id', 'having', 'count', '(', '*', ')', '>', 'value']",Show the names of conductors that have conducted more than one orchestras.,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id', 'group', 'by', 't2', '.', 'conductor_id', 'having', 'count', '(', '*', ')', '>', 'value']",What are the names of conductors who have conducted at more than one orchestra?,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id', 'group', 'by', 't2', '.', 'conductor_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Show the name of the conductor that has conducted the most number of orchestras.,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id', 'group', 'by', 't2', '.', 'conductor_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the name of the conductor who has conducted the most orchestras?,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id', 'where', 'year_of_founded', '>', 'value']",Please show the name of the conductor that has conducted orchestras founded after 2008.,"['conductor', 'orchestra']"
"['select', 't1', '.', 'name', 'from', 'conductor', 'as', 't1', 'join', 'orchestra', 'as', 't2', 'on', 't1', '.', 'conductor_id', '=', 't2', '.', 'conductor_id', 'where', 'year_of_founded', '>', 'value']",What are the names of conductors who have conducted orchestras founded after the year 2008?,"['conductor', 'orchestra']"
"['select', 'record_company', ',', 'count', '(', '*', ')', 'from', 'orchestra', 'group', 'by', 'record_company']",Please show the different record companies and the corresponding number of orchestras.,['orchestra']
"['select', 'record_company', ',', 'count', '(', '*', ')', 'from', 'orchestra', 'group', 'by', 'record_company']",How many orchestras does each record company manage?,['orchestra']
"['select', 'major_record_format', 'from', 'orchestra', 'group', 'by', 'major_record_format', 'order', 'by', 'count', '(', '*', ')', 'asc']",Please show the record formats of orchestras in ascending order of count.,['orchestra']
"['select', 'major_record_format', 'from', 'orchestra', 'group', 'by', 'major_record_format', 'order', 'by', 'count', '(', '*', ')', 'asc']","What are the major record formats of orchestras, sorted by their frequency?",['orchestra']
"['select', 'record_company', 'from', 'orchestra', 'group', 'by', 'record_company', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",List the record company shared by the most number of orchestras.,['orchestra']
"['select', 'record_company', 'from', 'orchestra', 'group', 'by', 'record_company', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the record company used by the greatest number of orchestras?,['orchestra']
"['select', 'orchestra', 'from', 'orchestra', 'where', 'orchestra_id', 'not', 'in', '(', 'select', 'orchestra_id', 'from', 'performance', ')']",List the names of orchestras that have no performance.,"['orchestra', 'performance']"
"['select', 'orchestra', 'from', 'orchestra', 'where', 'orchestra_id', 'not', 'in', '(', 'select', 'orchestra_id', 'from', 'performance', ')']",What are the orchestras that do not have any performances?,"['orchestra', 'performance']"
"['select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '<', 'value', 'intersect', 'select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '>', 'value']",Show the record companies shared by orchestras founded before 2003 and after 2003.,"['orchestra', 'orchestra']"
"['select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '<', 'value', 'intersect', 'select', 'record_company', 'from', 'orchestra', 'where', 'year_of_founded', '>', 'value']",What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,"['orchestra', 'orchestra']"
"['select', 'count', '(', '*', ')', 'from', 'orchestra', 'where', 'major_record_format', '=', 'value', 'or', 'major_record_format', '=', 'value']","Find the number of orchestras whose record format is ""CD"" or ""DVD"".",['orchestra']
"['select', 'count', '(', '*', ')', 'from', 'orchestra', 'where', 'major_record_format', '=', 'value', 'or', 'major_record_format', '=', 'value']",Count the number of orchestras that have CD or DVD as their record format.,['orchestra']
"['select', 'year_of_founded', 'from', 'orchestra', 'as', 't1', 'join', 'performance', 'as', 't2', 'on', 't1', '.', 'orchestra_id', '=', 't2', '.', 'orchestra_id', 'group', 'by', 't2', '.', 'orchestra_id', 'having', 'count', '(', '*', ')', '>', 'value']",Show the years in which orchestras that have given more than one performance are founded.,"['orchestra', 'performance']"
"['select', 'year_of_founded', 'from', 'orchestra', 'as', 't1', 'join', 'performance', 'as', 't2', 'on', 't1', '.', 'orchestra_id', '=', 't2', '.', 'orchestra_id', 'group', 'by', 't2', '.', 'orchestra_id', 'having', 'count', '(', '*', ')', '>', 'value']",What are years of founding for orchestras that have had more than a single performance?,"['orchestra', 'performance']"
"['select', 'count', '(', '*', ')', 'from', 'highschooler']",How many high schoolers are there?,['highschooler']
"['select', 'count', '(', '*', ')', 'from', 'highschooler']",Count the number of high schoolers.,['highschooler']
"['select', 'name', ',', 'grade', 'from', 'highschooler']",Show the names and grades of each high schooler.,['highschooler']
"['select', 'name', ',', 'grade', 'from', 'highschooler']",What are the names and grades for each high schooler?,['highschooler']
"['select', 'grade', 'from', 'highschooler']",Show all the grades of the high schoolers.,['highschooler']
"['select', 'grade', 'from', 'highschooler']",What is the grade of each high schooler?,['highschooler']
"['select', 'grade', 'from', 'highschooler', 'where', 'name', '=', 'value']",What grade is Kyle in?,['highschooler']
"['select', 'grade', 'from', 'highschooler', 'where', 'name', '=', 'value']",Return the grade for the high schooler named Kyle.,['highschooler']
"['select', 'name', 'from', 'highschooler', 'where', 'grade', '=', 'value']",Show the names of all high schoolers in grade 10.,['highschooler']
"['select', 'name', 'from', 'highschooler', 'where', 'grade', '=', 'value']",What are the names of all high schoolers in grade 10?,['highschooler']
"['select', 'id', 'from', 'highschooler', 'where', 'name', '=', 'value']",Show the ID of the high schooler named Kyle.,['highschooler']
"['select', 'id', 'from', 'highschooler', 'where', 'name', '=', 'value']",What is Kyle's id?,['highschooler']
"['select', 'count', '(', '*', ')', 'from', 'highschooler', 'where', 'grade', '=', 'value', 'or', 'grade', '=', 'value']",How many high schoolers are there in grade 9 or 10?,['highschooler']
"['select', 'count', '(', '*', ')', 'from', 'highschooler', 'where', 'grade', '=', 'value', 'or', 'grade', '=', 'value']",Count the number of high schoolers in grades 9 or 10.,['highschooler']
"['select', 'grade', ',', 'count', '(', '*', ')', 'from', 'highschooler', 'group', 'by', 'grade']",Show the number of high schoolers for each grade.,['highschooler']
"['select', 'grade', ',', 'count', '(', '*', ')', 'from', 'highschooler', 'group', 'by', 'grade']",How many high schoolers are in each grade?,['highschooler']
"['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which grade has the most high schoolers?,['highschooler']
"['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the grade that has the greatest number of high schoolers.,['highschooler']
"['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Show me all grades that have at least 4 students.,['highschooler']
"['select', 'grade', 'from', 'highschooler', 'group', 'by', 'grade', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Which grades have 4 or more high schoolers?,['highschooler']
"['select', 'student_id', ',', 'count', '(', '*', ')', 'from', 'friend', 'group', 'by', 'student_id']",Show the student IDs and numbers of friends corresponding to each.,['friend']
"['select', 'student_id', ',', 'count', '(', '*', ')', 'from', 'friend', 'group', 'by', 'student_id']",How many friends does each student have?,['friend']
"['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id']",Show the names of high school students and their corresponding number of friends.,"['friend', 'highschooler']"
"['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id']",What are the names of the high schoolers and how many friends does each have?,"['friend', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the name of the high schooler who has the greatest number of friends?,"['friend', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the name of the high school student with the most friends.,"['friend', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Show the names of high schoolers who have at least 3 friends.,"['friend', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the names of high schoolers who have 3 or more friends?,"['friend', 'highschooler']"
"['select', 't3', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'join', 'highschooler', 'as', 't3', 'on', 't1', '.', 'friend_id', '=', 't3', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']",Show the names of all of the high schooler Kyle's friends.,"['friend', 'highschooler', 'highschooler']"
"['select', 't3', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'join', 'highschooler', 'as', 't3', 'on', 't1', '.', 'friend_id', '=', 't3', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']",Return the names of friends of the high school student Kyle.,"['friend', 'highschooler', 'highschooler']"
"['select', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']",How many friends does the high school student Kyle have?,"['friend', 'highschooler']"
"['select', 'count', '(', '*', ')', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']",Count the number of friends Kyle has.,"['friend', 'highschooler']"
"['select', 'id', 'from', 'highschooler', 'except', 'select', 'student_id', 'from', 'friend']",Show ids of all students who do not have any friends.,"['highschooler', 'friend']"
"['select', 'id', 'from', 'highschooler', 'except', 'select', 'student_id', 'from', 'friend']",What are the ids of high school students who do not have friends?,"['highschooler', 'friend']"
"['select', 'name', 'from', 'highschooler', 'except', 'select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id']",Show names of all high school students who do not have any friends.,"['highschooler', 'friend', 'highschooler']"
"['select', 'name', 'from', 'highschooler', 'except', 'select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id']",What are the names of students who have no friends?,"['highschooler', 'friend', 'highschooler']"
"['select', 'student_id', 'from', 'friend', 'intersect', 'select', 'liked_id', 'from', 'likes']",Show the ids of high schoolers who have friends and are also liked by someone else.,"['friend', 'likes']"
"['select', 'student_id', 'from', 'friend', 'intersect', 'select', 'liked_id', 'from', 'likes']",What are the ids of students who both have friends and are liked?,"['friend', 'likes']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'intersect', 'select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'liked_id', '=', 't2', '.', 'id']",Show name of all students who have some friends and also are liked by someone else.,"['friend', 'highschooler', 'likes', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'intersect', 'select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'liked_id', '=', 't2', '.', 'id']",What are the names of high schoolers who both have friends and are liked?,"['friend', 'highschooler', 'likes', 'highschooler']"
"['select', 'student_id', ',', 'count', '(', '*', ')', 'from', 'likes', 'group', 'by', 'student_id']",Count the number of likes for each student id.,['likes']
"['select', 'student_id', ',', 'count', '(', '*', ')', 'from', 'likes', 'group', 'by', 'student_id']",How many likes correspond to each student id?,['likes']
"['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id']","Show the names of high schoolers who have likes, and numbers of likes for each.","['likes', 'highschooler']"
"['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id']","What are the names of high schoolers who have likes, and how many likes does each have?","['likes', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the name of the high schooler who has the greatest number of likes?,"['likes', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Give the name of the student with the most likes.,"['likes', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Show the names of students who have at least 2 likes.,"['likes', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the names of students who have 2 or more likes?,"['likes', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'grade', '>', 'value', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",Show the names of students who have a grade higher than 5 and have at least 2 friends.,"['friend', 'highschooler']"
"['select', 't2', '.', 'name', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'grade', '>', 'value', 'group', 'by', 't1', '.', 'student_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,"['friend', 'highschooler']"
"['select', 'count', '(', '*', ')', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']",How many likes does Kyle have?,"['likes', 'highschooler']"
"['select', 'count', '(', '*', ')', 'from', 'likes', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', 'where', 't2', '.', 'name', '=', 'value']",Return the number of likes that the high schooler named Kyle has.,"['likes', 'highschooler']"
"['select', 'avg', '(', 'grade', ')', 'from', 'highschooler', 'where', 'id', 'in', '(', 'select', 't1', '.', 'student_id', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', ')']",Find the average grade of all students who have some friends.,"['highschooler', 'friend', 'highschooler']"
"['select', 'avg', '(', 'grade', ')', 'from', 'highschooler', 'where', 'id', 'in', '(', 'select', 't1', '.', 'student_id', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', ')']",What is the average grade of students who have friends?,"['highschooler', 'friend', 'highschooler']"
"['select', 'min', '(', 'grade', ')', 'from', 'highschooler', 'where', 'id', 'not', 'in', '(', 'select', 't1', '.', 'student_id', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', ')']",Find the minimum grade of students who have no friends.,"['highschooler', 'friend', 'highschooler']"
"['select', 'min', '(', 'grade', ')', 'from', 'highschooler', 'where', 'id', 'not', 'in', '(', 'select', 't1', '.', 'student_id', 'from', 'friend', 'as', 't1', 'join', 'highschooler', 'as', 't2', 'on', 't1', '.', 'student_id', '=', 't2', '.', 'id', ')']",What is the lowest grade of students who do not have any friends?,"['highschooler', 'friend', 'highschooler']"
"['select', 'state', 'from', 'owners', 'intersect', 'select', 'state', 'from', 'professionals']",Which states have both owners and professionals living there?,"['owners', 'professionals']"
"['select', 'state', 'from', 'owners', 'intersect', 'select', 'state', 'from', 'professionals']",Find the states where both owners and professionals live.,"['owners', 'professionals']"
"['select', 'avg', '(', 'age', ')', 'from', 'dogs', 'where', 'dog_id', 'in', '(', 'select', 'dog_id', 'from', 'treatments', ')']",What is the average age of the dogs who have gone through any treatments?,"['dogs', 'treatments']"
"['select', 'avg', '(', 'age', ')', 'from', 'dogs', 'where', 'dog_id', 'in', '(', 'select', 'dog_id', 'from', 'treatments', ')']",Find the average age of the dogs who went through treatments.,"['dogs', 'treatments']"
"['select', 'professional_id', ',', 'last_name', ',', 'cell_number', 'from', 'professionals', 'where', 'state', '=', 'value', 'union', 'select', 't1', '.', 'professional_id', ',', 't1', '.', 'last_name', ',', 't1', '.', 'cell_number', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'group', 'by', 't1', '.', 'professional_id', 'having', 'count', '(', '*', ')', '>', 'value']","Which professionals live in the state of Indiana or have done treatment on more than 2 treatments? List his or her id, last name and cell phone.","['professionals', 'professionals', 'treatments']"
"['select', 'professional_id', ',', 'last_name', ',', 'cell_number', 'from', 'professionals', 'where', 'state', '=', 'value', 'union', 'select', 't1', '.', 'professional_id', ',', 't1', '.', 'last_name', ',', 't1', '.', 'cell_number', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'group', 'by', 't1', '.', 'professional_id', 'having', 'count', '(', '*', ')', '>', 'value']","Find the id, last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments.","['professionals', 'professionals', 'treatments']"
"['select', 'name', 'from', 'dogs', 'where', 'dog_id', 'not', 'in', '(', 'select', 'dog_id', 'from', 'treatments', 'group', 'by', 'dog_id', 'having', 'sum', '(', 'cost_of_treatment', ')', '>', 'value', ')']",Which dogs have not cost their owner more than 1000 for treatment ? List the dog names .,"['dogs', 'treatments']"
"['select', 'name', 'from', 'dogs', 'where', 'dog_id', 'not', 'in', '(', 'select', 'dog_id', 'from', 'treatments', 'group', 'by', 'dog_id', 'having', 'sum', '(', 'cost_of_treatment', ')', '>', 'value', ')']",What are the names of the dogs for which the owner has not spend more than 1000 for treatment ?,"['dogs', 'treatments']"
"['select', 'first_name', 'from', 'professionals', 'union', 'select', 'first_name', 'from', 'owners', 'except', 'select', 'name', 'from', 'dogs']",Which first names are used for professionals or owners but are not used as dog names?,"['professionals', 'owners', 'dogs']"
"['select', 'first_name', 'from', 'professionals', 'union', 'select', 'first_name', 'from', 'owners', 'except', 'select', 'name', 'from', 'dogs']",Find the first names that are used for professionals or owners but are not used as dog names.,"['professionals', 'owners', 'dogs']"
"['select', 'professional_id', ',', 'role_code', ',', 'email_address', 'from', 'professionals', 'except', 'select', 't1', '.', 'professional_id', ',', 't1', '.', 'role_code', ',', 't1', '.', 'email_address', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id']","Which professional did not operate any treatment on dogs? List the professional's id, role and email.","['professionals', 'professionals', 'treatments']"
"['select', 'professional_id', ',', 'role_code', ',', 'email_address', 'from', 'professionals', 'except', 'select', 't1', '.', 'professional_id', ',', 't1', '.', 'role_code', ',', 't1', '.', 'email_address', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id']","Give me the id, role and email of the professionals who did not perform any treatment on dogs.","['professionals', 'professionals', 'treatments']"
"['select', 't1', '.', 'owner_id', ',', 't2', '.', 'first_name', ',', 't2', '.', 'last_name', 'from', 'dogs', 'as', 't1', 'join', 'owners', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'group', 'by', 't1', '.', 'owner_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","Which owner owns the most dogs? List the owner id, first name and last name.","['dogs', 'owners']"
"['select', 't1', '.', 'owner_id', ',', 't2', '.', 'first_name', ',', 't2', '.', 'last_name', 'from', 'dogs', 'as', 't1', 'join', 'owners', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'group', 'by', 't1', '.', 'owner_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","Return the owner id, first name and last name of the owner who has the most dogs.","['dogs', 'owners']"
"['select', 't1', '.', 'professional_id', ',', 't1', '.', 'role_code', ',', 't1', '.', 'first_name', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'group', 'by', 't1', '.', 'professional_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","Which professionals have done at least two treatments? List the professional's id, role, and first name.","['professionals', 'treatments']"
"['select', 't1', '.', 'professional_id', ',', 't1', '.', 'role_code', ',', 't1', '.', 'first_name', 'from', 'professionals', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'professional_id', '=', 't2', '.', 'professional_id', 'group', 'by', 't1', '.', 'professional_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']","What are the id, role, and first name of the professionals who have performed two or more treatments?","['professionals', 'treatments']"
"['select', 't1', '.', 'breed_name', 'from', 'breeds', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'breed_code', '=', 't2', '.', 'breed_code', 'group', 'by', 't1', '.', 'breed_name', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the name of the breed with the most dogs?,"['breeds', 'dogs']"
"['select', 't1', '.', 'breed_name', 'from', 'breeds', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'breed_code', '=', 't2', '.', 'breed_code', 'group', 'by', 't1', '.', 'breed_name', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which breed do the most dogs have? Give me the breed name.,"['breeds', 'dogs']"
"['select', 't1', '.', 'owner_id', ',', 't1', '.', 'last_name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'join', 'treatments', 'as', 't3', 'on', 't2', '.', 'dog_id', '=', 't3', '.', 'dog_id', 'group', 'by', 't1', '.', 'owner_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which owner has paid for the most treatments on his or her dogs? List the owner id and last name.,"['owners', 'dogs', 'treatments']"
"['select', 't1', '.', 'owner_id', ',', 't1', '.', 'last_name', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'join', 'treatments', 'as', 't3', 'on', 't2', '.', 'dog_id', '=', 't3', '.', 'dog_id', 'group', 'by', 't1', '.', 'owner_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,"['owners', 'dogs', 'treatments']"
"['select', 't1', '.', 'treatment_type_description', 'from', 'treatment_types', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'treatment_type_code', '=', 't2', '.', 'treatment_type_code', 'group', 'by', 't1', '.', 'treatment_type_code', 'order', 'by', 'sum', '(', 'cost_of_treatment', ')', 'asc', 'limit', 'value']",What is the description of the treatment type that costs the least money in total?,"['treatment_types', 'treatments']"
"['select', 't1', '.', 'treatment_type_description', 'from', 'treatment_types', 'as', 't1', 'join', 'treatments', 'as', 't2', 'on', 't1', '.', 'treatment_type_code', '=', 't2', '.', 'treatment_type_code', 'group', 'by', 't1', '.', 'treatment_type_code', 'order', 'by', 'sum', '(', 'cost_of_treatment', ')', 'asc', 'limit', 'value']",Give me the description of the treatment type whose total cost is the lowest.,"['treatment_types', 'treatments']"
"['select', 't1', '.', 'owner_id', ',', 't1', '.', 'zip_code', 'from', 'owners', 'as', 't1', 'join', 'dogs', 'as', 't2', 'on', 't1', '.', 'owner_id', '=', 't2', '.', 'owner_id', 'join', 'treatments', 'as', 't3', 'on', 't2', '.', 'dog_id', '=', 't3', '.', 'dog_id', 'group', 'by', 't1', '.', 'owner_id', 'order', 'by', 'sum', '(', 't3', '.', 'cost_of_treatment', ')', 'desc', 'limit', 'value']",Which owner has paid the largest amount of money in total for their dogs? Show the owner id and zip code.,"['owners', 'dogs', 'treatments']"
