Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
Share of total world manufacturing output (percentage)[187] Industrial Revolution,column_header_value_triples,1,"Index([438], dtype='int64')",[234],precision@1: 0.0,"[[{'corpus_id': 234, 'score': 0.11685095727443695}]]",454
SuccessorsHubble Space Telescope,column_header_value_triples,1,"Index([412], dtype='int64')",[413],precision@1: 0.0,"[[{'corpus_id': 413, 'score': 0.2718544006347656}]]",454
Summary of achievementsSpaceX,column_header_value_triples,1,"Index([414], dtype='int64')",[414],precision@1: 1.0,"[[{'corpus_id': 414, 'score': 0.2615711987018585}]]",454
The continuous or average power required for some uses: Laser,column_header_value_triples,1,"Index([421], dtype='int64')",[421],precision@1: 1.0,"[[{'corpus_id': 421, 'score': 0.14831572771072388}]]",454
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,column_header_value_triples,1,"Index([452], dtype='int64')",[237],precision@1: 0.0,"[[{'corpus_id': 237, 'score': 0.08605864644050598}]]",454
The fourth state of matterPlasma (physics),column_header_value_triples,1,"Index([447], dtype='int64')",[447],precision@1: 1.0,"[[{'corpus_id': 447, 'score': 0.2168063074350357}]]",454
Twin paradoxSpecial relativity,column_header_value_triples,1,"Index([419], dtype='int64')",[451],precision@1: 0.0,"[[{'corpus_id': 451, 'score': 0.06251192092895508}]]",454
TypesCell (biology),column_header_value_triples,1,"Index([417], dtype='int64')",[417],precision@1: 1.0,"[[{'corpus_id': 417, 'score': 0.1953333467245102}]]",454
USB power standards USB,column_header_value_triples,1,"Index([426], dtype='int64')",[426],precision@1: 1.0,"[[{'corpus_id': 426, 'score': 0.1877354234457016}]]",454
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,column_header_value_triples,1,"Index([453], dtype='int64')",[88],precision@1: 0.0,"[[{'corpus_id': 88, 'score': 0.0974799394607544}]]",454
VersionsJava (programming language),column_header_value_triples,1,"Index([429], dtype='int64')",[429],precision@1: 1.0,"[[{'corpus_id': 429, 'score': 0.1606452465057373}]]",454
Wi-Fi generationsvte Wi-Fi,column_header_value_triples,1,"Index([428], dtype='int64')",[428],precision@1: 1.0,"[[{'corpus_id': 428, 'score': 0.21241512894630432}]]",454
artists,schema_description,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[405, 275, 168, 6, 294]",precision@5: 0.0,"[[{'corpus_id': 405, 'score': 0.1376752257347107}, {'corpus_id': 275, 'score': 0.12781189382076263}, {'corpus_id': 168, 'score': 0.12595964968204498}, {'corpus_id': 6, 'score': 0.12215027958154678}, {'corpus_id': 294, 'score': 0.12106958776712418}]]",454
playlists,schema_description,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[5, 6, 8, 405, 219]",precision@5: 0.6,"[[{'corpus_id': 5, 'score': 0.1929401457309723}, {'corpus_id': 6, 'score': 0.1852167844772339}, {'corpus_id': 8, 'score': 0.1612137258052826}, {'corpus_id': 405, 'score': 0.15021125972270966}, {'corpus_id': 219, 'score': 0.14892737567424774}]]",454
chip_model,schema_description,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 10, 13, 14]",precision@5: 1.0,"[[{'corpus_id': 11, 'score': 0.2500128149986267}, {'corpus_id': 12, 'score': 0.24630619585514069}, {'corpus_id': 10, 'score': 0.2341320812702179}, {'corpus_id': 13, 'score': 0.2290094494819641}, {'corpus_id': 14, 'score': 0.22171281278133392}]]",454
Video_Games,schema_description,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[16, 18, 17, 15, 19]",precision@5: 1.0,"[[{'corpus_id': 16, 'score': 0.31211915612220764}, {'corpus_id': 18, 'score': 0.3108147978782654}, {'corpus_id': 17, 'score': 0.25432056188583374}, {'corpus_id': 15, 'score': 0.1922062784433365}, {'corpus_id': 19, 'score': 0.16765962541103363}]]",454
employee,schema_description,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[23, 22, 24, 21, 20]",precision@5: 1.0,"[[{'corpus_id': 23, 'score': 0.29041537642478943}, {'corpus_id': 22, 'score': 0.2727501690387726}, {'corpus_id': 24, 'score': 0.1838453710079193}, {'corpus_id': 21, 'score': 0.17635315656661987}, {'corpus_id': 20, 'score': 0.16724808514118195}]]",454
Addresses,schema_description,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 26, 27, 29]",precision@5: 1.0,"[[{'corpus_id': 28, 'score': 0.17851117253303528}, {'corpus_id': 25, 'score': 0.13751494884490967}, {'corpus_id': 26, 'score': 0.13276022672653198}, {'corpus_id': 27, 'score': 0.1306484341621399}, {'corpus_id': 29, 'score': 0.12999407947063446}]]",454
city,schema_description,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[31, 32, 33, 34, 30]",precision@5: 1.0,"[[{'corpus_id': 31, 'score': 0.4400533437728882}, {'corpus_id': 32, 'score': 0.4246274530887604}, {'corpus_id': 33, 'score': 0.41653910279273987}, {'corpus_id': 34, 'score': 0.403262197971344}, {'corpus_id': 30, 'score': 0.32703977823257446}]]",454
shop,schema_description,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 36, 37, 38, 192]",precision@5: 0.8,"[[{'corpus_id': 35, 'score': 0.18517513573169708}, {'corpus_id': 36, 'score': 0.1831253170967102}, {'corpus_id': 37, 'score': 0.16483169794082642}, {'corpus_id': 38, 'score': 0.15104861557483673}, {'corpus_id': 192, 'score': 0.14887391030788422}]]",454
stadium,schema_description,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[41, 43, 40, 42, 44]",precision@5: 1.0,"[[{'corpus_id': 41, 'score': 0.26264214515686035}, {'corpus_id': 43, 'score': 0.2612563967704773}, {'corpus_id': 40, 'score': 0.2594683766365051}, {'corpus_id': 42, 'score': 0.19313806295394897}, {'corpus_id': 44, 'score': 0.19202692806720734}]]",454
singer,schema_description,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.30213662981987}, {'corpus_id': 48, 'score': 0.28571537137031555}, {'corpus_id': 49, 'score': 0.2081918716430664}, {'corpus_id': 46, 'score': 0.19877280294895172}, {'corpus_id': 47, 'score': 0.16641071438789368}]]",454
station_bike,schema_description,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 54, 53, 51, 50]",precision@5: 1.0,"[[{'corpus_id': 52, 'score': 0.2780449092388153}, {'corpus_id': 54, 'score': 0.25885099172592163}, {'corpus_id': 53, 'score': 0.2471015751361847}, {'corpus_id': 51, 'score': 0.2457611858844757}, {'corpus_id': 50, 'score': 0.23194904625415802}]]",454
matches,schema_description,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[58, 59, 56, 57, 55]",precision@5: 1.0,"[[{'corpus_id': 58, 'score': 0.18750916421413422}, {'corpus_id': 59, 'score': 0.15713965892791748}, {'corpus_id': 56, 'score': 0.1536790430545807}, {'corpus_id': 57, 'score': 0.1308092325925827}, {'corpus_id': 55, 'score': 0.11250230669975281}]]",454
station_train,schema_description,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 61, 60, 62, 63]",precision@5: 1.0,"[[{'corpus_id': 64, 'score': 0.29601335525512695}, {'corpus_id': 61, 'score': 0.29349493980407715}, {'corpus_id': 60, 'score': 0.28382354974746704}, {'corpus_id': 62, 'score': 0.26951539516448975}, {'corpus_id': 63, 'score': 0.26040759682655334}]]",454
artist,schema_description,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 65, 67, 68, 66]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.23977740108966827}, {'corpus_id': 65, 'score': 0.2345023900270462}, {'corpus_id': 67, 'score': 0.20498411357402802}, {'corpus_id': 68, 'score': 0.20427826046943665}, {'corpus_id': 66, 'score': 0.19704265892505646}]]",454
school,schema_description,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[74, 72, 73, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 74, 'score': 0.37336117029190063}, {'corpus_id': 72, 'score': 0.31046831607818604}, {'corpus_id': 73, 'score': 0.2985300123691559}, {'corpus_id': 70, 'score': 0.28440332412719727}, {'corpus_id': 71, 'score': 0.25003522634506226}]]",454
book_club,schema_description,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 79, 76, 75, 78]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.2909785807132721}, {'corpus_id': 79, 'score': 0.26577824354171753}, {'corpus_id': 76, 'score': 0.26477938890457153}, {'corpus_id': 75, 'score': 0.24814671277999878}, {'corpus_id': 78, 'score': 0.2105167806148529}]]",454
Staff,schema_description,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[82, 84, 83, 81, 80]",precision@5: 1.0,"[[{'corpus_id': 82, 'score': 0.33436402678489685}, {'corpus_id': 84, 'score': 0.27102333307266235}, {'corpus_id': 83, 'score': 0.23711781203746796}, {'corpus_id': 81, 'score': 0.23562292754650116}, {'corpus_id': 80, 'score': 0.21744215488433838}]]",454
Products,schema_description,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 89, 88, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.27602773904800415}, {'corpus_id': 89, 'score': 0.19554653763771057}, {'corpus_id': 88, 'score': 0.17380519211292267}, {'corpus_id': 87, 'score': 0.1572377234697342}, {'corpus_id': 86, 'score': 0.15093940496444702}]]",454
Addresses_customers,schema_description,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 27, 192, 92]",precision@5: 0.4,"[[{'corpus_id': 91, 'score': 0.17612098157405853}, {'corpus_id': 97, 'score': 0.1528947949409485}, {'corpus_id': 27, 'score': 0.14159752428531647}, {'corpus_id': 192, 'score': 0.1375730186700821}, {'corpus_id': 92, 'score': 0.1288447082042694}]]",454
Customers,schema_description,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.3089546859264374}, {'corpus_id': 95, 'score': 0.22661471366882324}, {'corpus_id': 97, 'score': 0.1890421062707901}, {'corpus_id': 98, 'score': 0.13515183329582214}, {'corpus_id': 99, 'score': 0.12540683150291443}]]",454
Physician,schema_description,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[203, 202, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 203, 'score': 0.23152050375938416}, {'corpus_id': 202, 'score': 0.2034536898136139}, {'corpus_id': 201, 'score': 0.20253334939479828}, {'corpus_id': 204, 'score': 0.15510205924510956}, {'corpus_id': 200, 'score': 0.14538702368736267}]]",454
Movie,schema_description,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 206, 5, 219]",precision@5: 0.6,"[[{'corpus_id': 207, 'score': 0.20594482123851776}, {'corpus_id': 208, 'score': 0.17409563064575195}, {'corpus_id': 206, 'score': 0.1737273931503296}, {'corpus_id': 5, 'score': 0.1296219378709793}, {'corpus_id': 219, 'score': 0.1262698620557785}]]",454
film,schema_description,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[210, 211, 214, 212, 213]",precision@5: 1.0,"[[{'corpus_id': 210, 'score': 0.3787904977798462}, {'corpus_id': 211, 'score': 0.3758969008922577}, {'corpus_id': 214, 'score': 0.36069241166114807}, {'corpus_id': 212, 'score': 0.35072293877601624}, {'corpus_id': 213, 'score': 0.2738494575023651}]]",454
films,schema_description,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[217, 219, 215, 216, 218]",precision@5: 1.0,"[[{'corpus_id': 217, 'score': 0.346902459859848}, {'corpus_id': 219, 'score': 0.3358258008956909}, {'corpus_id': 215, 'score': 0.3014671206474304}, {'corpus_id': 216, 'score': 0.2984708547592163}, {'corpus_id': 218, 'score': 0.26561638712882996}]]",454
medicine,schema_description,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[224, 223, 222, 221, 168]",precision@5: 0.8,"[[{'corpus_id': 224, 'score': 0.22877159714698792}, {'corpus_id': 223, 'score': 0.1813499480485916}, {'corpus_id': 222, 'score': 0.15859302878379822}, {'corpus_id': 221, 'score': 0.14504371583461761}, {'corpus_id': 168, 'score': 0.11479107290506363}]]",454
party,schema_description,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 229, 226, 227, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.28502410650253296}, {'corpus_id': 229, 'score': 0.25487297773361206}, {'corpus_id': 226, 'score': 0.2515614330768585}, {'corpus_id': 227, 'score': 0.2427741289138794}, {'corpus_id': 228, 'score': 0.16899989545345306}]]",454
region,schema_description,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 232, 233, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.41342687606811523}, {'corpus_id': 232, 'score': 0.34594208002090454}, {'corpus_id': 233, 'score': 0.2848449945449829}, {'corpus_id': 234, 'score': 0.28442054986953735}, {'corpus_id': 231, 'score': 0.2599532902240753}]]",454
Student,schema_description,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[332, 239, 333, 235, 238]",precision@5: 0.6,"[[{'corpus_id': 332, 'score': 0.18537218868732452}, {'corpus_id': 239, 'score': 0.16882926225662231}, {'corpus_id': 333, 'score': 0.16739770770072937}, {'corpus_id': 235, 'score': 0.1643257737159729}, {'corpus_id': 238, 'score': 0.15845510363578796}]]",454
list,schema_description,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[240, 241, 405, 244, 242]",precision@5: 0.8,"[[{'corpus_id': 240, 'score': 0.14803624153137207}, {'corpus_id': 241, 'score': 0.14796869456768036}, {'corpus_id': 405, 'score': 0.11474887281656265}, {'corpus_id': 244, 'score': 0.10686483234167099}, {'corpus_id': 242, 'score': 0.10303344577550888}]]",454
teachers,schema_description,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[248, 247, 245, 246, 405]",precision@5: 0.8,"[[{'corpus_id': 248, 'score': 0.21203148365020752}, {'corpus_id': 247, 'score': 0.191213920712471}, {'corpus_id': 245, 'score': 0.17268234491348267}, {'corpus_id': 246, 'score': 0.15121133625507355}, {'corpus_id': 405, 'score': 0.12536706030368805}]]",454
drivers,schema_description,5,"Index([336, 337, 338, 339, 358], dtype='int64')","[338, 339, 400, 358, 343]",precision@5: 0.6,"[[{'corpus_id': 338, 'score': 0.2292955368757248}, {'corpus_id': 339, 'score': 0.17576918005943298}, {'corpus_id': 400, 'score': 0.15676289796829224}, {'corpus_id': 358, 'score': 0.15460702776908875}, {'corpus_id': 343, 'score': 0.14630268514156342}]]",454
circuits,schema_description,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[340, 394, 342, 338, 386]",precision@5: 0.4,"[[{'corpus_id': 340, 'score': 0.14069439470767975}, {'corpus_id': 394, 'score': 0.134711354970932}, {'corpus_id': 342, 'score': 0.13358981907367706}, {'corpus_id': 338, 'score': 0.12698853015899658}, {'corpus_id': 386, 'score': 0.11671356856822968}]]",454
constructors,schema_description,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[345, 348, 347, 349, 346]",precision@5: 1.0,"[[{'corpus_id': 345, 'score': 0.24018965661525726}, {'corpus_id': 348, 'score': 0.2273699939250946}, {'corpus_id': 347, 'score': 0.2208123654127121}, {'corpus_id': 349, 'score': 0.2027517557144165}, {'corpus_id': 346, 'score': 0.18557153642177582}]]",454
user_reviews,schema_description,5,"Index([350, 351, 352, 353, 354], dtype='int64')","[401, 354, 350, 115, 169]",precision@5: 0.4,"[[{'corpus_id': 401, 'score': 0.1798059195280075}, {'corpus_id': 354, 'score': 0.15558069944381714}, {'corpus_id': 350, 'score': 0.13768240809440613}, {'corpus_id': 115, 'score': 0.12582489848136902}, {'corpus_id': 169, 'score': 0.12369652837514877}]]",454
customers,schema_description,5,"Index([355, 356, 357, 359, 360], dtype='int64')","[97, 192, 98, 294, 129]",precision@5: 0.0,"[[{'corpus_id': 97, 'score': 0.10729524493217468}, {'corpus_id': 192, 'score': 0.09778846055269241}, {'corpus_id': 98, 'score': 0.09743630886077881}, {'corpus_id': 294, 'score': 0.09506562352180481}, {'corpus_id': 129, 'score': 0.0913660004734993}]]",454
rootbeerbrand,schema_description,5,"Index([361, 362, 363, 364, 365], dtype='int64')","[364, 365, 362, 360, 361]",precision@5: 0.8,"[[{'corpus_id': 364, 'score': 0.2946631908416748}, {'corpus_id': 365, 'score': 0.2541198432445526}, {'corpus_id': 362, 'score': 0.25360244512557983}, {'corpus_id': 360, 'score': 0.2077736109495163}, {'corpus_id': 361, 'score': 0.20217259228229523}]]",454
publisher,schema_description,5,"Index([366, 367, 368, 369, 382], dtype='int64')","[370, 5, 383, 371, 6]",precision@5: 0.0,"[[{'corpus_id': 370, 'score': 0.19353872537612915}, {'corpus_id': 5, 'score': 0.1639411747455597}, {'corpus_id': 383, 'score': 0.15874578058719635}, {'corpus_id': 371, 'score': 0.15863385796546936}, {'corpus_id': 6, 'score': 0.14706462621688843}]]",454
author,schema_description,5,"Index([370, 371, 372, 373, 383], dtype='int64')","[370, 405, 371, 275, 168]",precision@5: 0.4,"[[{'corpus_id': 370, 'score': 0.1608932614326477}, {'corpus_id': 405, 'score': 0.12488994002342224}, {'corpus_id': 371, 'score': 0.12467809021472931}, {'corpus_id': 275, 'score': 0.12285615503787994}, {'corpus_id': 168, 'score': 0.11749051511287689}]]",454
customer,schema_description,5,"Index([374, 375, 376, 377, 384], dtype='int64')","[192, 193, 129, 275, 92]",precision@5: 0.0,"[[{'corpus_id': 192, 'score': 0.12275601178407669}, {'corpus_id': 193, 'score': 0.11663281917572021}, {'corpus_id': 129, 'score': 0.10791213065385818}, {'corpus_id': 275, 'score': 0.10721135884523392}, {'corpus_id': 92, 'score': 0.10704367607831955}]]",454
businesses,schema_description,5,"Index([378, 379, 380, 381, 385], dtype='int64')","[379, 380, 378, 381, 97]",precision@5: 0.8,"[[{'corpus_id': 379, 'score': 0.18106834590435028}, {'corpus_id': 380, 'score': 0.1648978292942047}, {'corpus_id': 378, 'score': 0.16199955344200134}, {'corpus_id': 381, 'score': 0.14110378921031952}, {'corpus_id': 97, 'score': 0.13100390136241913}]]",454
AllotropesCarbon,schema_description,1,"Index([406], dtype='int64')",[406],precision@1: 1.0,"[[{'corpus_id': 406, 'score': 0.3166062831878662}]]",454
AluminiumAluminium,schema_description,1,"Index([424], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.20345979928970337}]]",454
Apollo_11,schema_description,1,"Index([], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.3128967881202698}]]",454
Automatic speech recognitionDeep learning,schema_description,1,"Index([445], dtype='int64')",[167],precision@1: 0.0,"[[{'corpus_id': 167, 'score': 0.12105228006839752}]]",454
Bluetooth device power by class Bluetooth,schema_description,1,"Index([427], dtype='int64')",[427],precision@1: 1.0,"[[{'corpus_id': 427, 'score': 0.15296879410743713}]]",454
Chlorine oxoacids and oxyanionsChlorine,schema_description,1,"Index([439], dtype='int64')",[439],precision@1: 1.0,"[[{'corpus_id': 439, 'score': 0.18266582489013672}]]",454
Clubs relegated from Série ACampeonato Brasileiro Série A,schema_description,1,"Index([402], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.13369879126548767}]]",454
Common purposesDam,schema_description,1,"Index([449], dtype='int64')",[449],precision@1: 1.0,"[[{'corpus_id': 449, 'score': 0.16059990227222443}]]",454
Comparison of motor types Electric motor,schema_description,1,"Index([446], dtype='int64')",[446],precision@1: 1.0,"[[{'corpus_id': 446, 'score': 0.1990080028772354}]]",454
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",schema_description,1,"Index([404], dtype='int64')",[404],precision@1: 1.0,"[[{'corpus_id': 404, 'score': 0.1602998971939087}]]",454
Currently docked_berthedInternational Space Station,schema_description,1,"Index([410], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.11489352583885193}]]",454
Current squadBrazil national football team,schema_description,1,"Index([403], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.10901997983455658}]]",454
Decay modes in NUBASE2020[30] Radioactive decay,schema_description,1,"Index([434], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1442508101463318}]]",454
Electromagnetic radiation interaction with matter Electromagnetic spectrum,schema_description,1,"Index([420], dtype='int64')",[420],precision@1: 1.0,"[[{'corpus_id': 420, 'score': 0.18149301409721375}]]",454
Electron configurationsPeriodic table,schema_description,1,"Index([405], dtype='int64')",[282],precision@1: 0.0,"[[{'corpus_id': 282, 'score': 0.14306190609931946}]]",454
Elementary Particles Particle physics,schema_description,1,"Index([448], dtype='int64')",[448],precision@1: 1.0,"[[{'corpus_id': 448, 'score': 0.16675487160682678}]]",454
Energetics of supernovae Supernova,schema_description,1,"Index([442], dtype='int64')",[442],precision@1: 1.0,"[[{'corpus_id': 442, 'score': 0.15391641855239868}]]",454
Fuel use in vehicle designs Electric vehicle,schema_description,1,"Index([436], dtype='int64')",[436],precision@1: 1.0,"[[{'corpus_id': 436, 'score': 0.19112126529216766}]]",454
Genetic testingCancer,schema_description,1,"Index([430], dtype='int64')",[294],precision@1: 0.0,"[[{'corpus_id': 294, 'score': 0.11890818923711777}]]",454
Genomic diversity among viruses Virus,schema_description,1,"Index([416], dtype='int64')",[294],precision@1: 0.0,"[[{'corpus_id': 294, 'score': 0.13799840211868286}]]",454
GoldGold,schema_description,1,"Index([422], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1488599181175232}]]",454
GPS message format Global Positioning System,schema_description,1,"Index([450], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1251877248287201}]]",454
HeliumHelium,schema_description,1,"Index([425], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1500062495470047}]]",454
Interactions of thermodynamic systems Thermodynamics,schema_description,1,"Index([433], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1400928944349289}]]",454
IronIron,schema_description,1,"Index([408], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.17308446764945984}]]",454
JavaScript type conversions JavaScript,schema_description,1,"Index([443], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.1352788358926773}]]",454
JIS transistor prefix table Transistor,schema_description,1,"Index([415], dtype='int64')",[192],precision@1: 0.0,"[[{'corpus_id': 192, 'score': 0.14830556511878967}]]",454
Lithium-ion battery,schema_description,1,"Index([437], dtype='int64')",[146],precision@1: 0.0,"[[{'corpus_id': 146, 'score': 0.16367588937282562}]]",454
LithiumLithium,schema_description,1,"Index([409], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.1919948160648346}]]",454
Magnetic field,schema_description,1,"Index([432], dtype='int64')",[432],precision@1: 1.0,"[[{'corpus_id': 432, 'score': 0.1480989158153534}]]",454
Major milestones James Webb Space Telescope,schema_description,1,"Index([413], dtype='int64')",[413],precision@1: 1.0,"[[{'corpus_id': 413, 'score': 0.24205394089221954}]]",454
Mass ratiosRocket,schema_description,1,"Index([435], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.12363086640834808}]]",454
"Neutronicity, confinement requirement, and power densityNuclear fusion",schema_description,1,"Index([418], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.12089137732982635}]]",454
Order and kineticsPhotosynthesis,schema_description,1,"Index([431], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.12813876569271088}]]",454
OxoacidsPhosphorus,schema_description,1,"Index([440], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.12724792957305908}]]",454
Page version statusSulfur,schema_description,1,"Index([441], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.18193434178829193}]]",454
Platform informationAndroid (operating system),schema_description,1,"Index([444], dtype='int64')",[115],precision@1: 0.0,"[[{'corpus_id': 115, 'score': 0.11819914728403091}]]",454
Pourbaix diagrams[110] Uranium,schema_description,1,"Index([407], dtype='int64')",[407],precision@1: 1.0,"[[{'corpus_id': 407, 'score': 0.20724374055862427}]]",454
Pourbaix diagrams for copper Copper,schema_description,1,"Index([423], dtype='int64')",[423],precision@1: 1.0,"[[{'corpus_id': 423, 'score': 0.13955062627792358}]]",454
Radar frequency bands Radar,schema_description,1,"Index([451], dtype='int64')",[451],precision@1: 1.0,"[[{'corpus_id': 451, 'score': 0.17671936750411987}]]",454
Share of total world manufacturing output (percentage)[187] Industrial Revolution,schema_description,1,"Index([438], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.13273538649082184}]]",454
SuccessorsHubble Space Telescope,schema_description,1,"Index([412], dtype='int64')",[413],precision@1: 0.0,"[[{'corpus_id': 413, 'score': 0.16654998064041138}]]",454
Summary of achievementsSpaceX,schema_description,1,"Index([414], dtype='int64')",[414],precision@1: 1.0,"[[{'corpus_id': 414, 'score': 0.2601698040962219}]]",454
The continuous or average power required for some uses: Laser,schema_description,1,"Index([421], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.13396349549293518}]]",454
The division by age in the Inca empire from the book Daily Life in Peru Under the Last Incas page 103-104[57] Inca Empire,schema_description,1,"Index([452], dtype='int64')",[405],precision@1: 0.0,"[[{'corpus_id': 405, 'score': 0.13754087686538696}]]",454
The fourth state of matterPlasma (physics),schema_description,1,"Index([447], dtype='int64')",[447],precision@1: 1.0,"[[{'corpus_id': 447, 'score': 0.19946900010108948}]]",454
Twin paradoxSpecial relativity,schema_description,1,"Index([419], dtype='int64')",[155],precision@1: 0.0,"[[{'corpus_id': 155, 'score': 0.1125587522983551}]]",454
TypesCell (biology),schema_description,1,"Index([417], dtype='int64')",[417],precision@1: 1.0,"[[{'corpus_id': 417, 'score': 0.1674240678548813}]]",454
USB power standards USB,schema_description,1,"Index([426], dtype='int64')",[294],precision@1: 0.0,"[[{'corpus_id': 294, 'score': 0.13405510783195496}]]",454
US expenditures in South Vietnam (1953–74)Direct costs only[423] Vietnam War,schema_description,1,"Index([453], dtype='int64')",[146],precision@1: 0.0,"[[{'corpus_id': 146, 'score': 0.12592053413391113}]]",454
VersionsJava (programming language),schema_description,1,"Index([429], dtype='int64')",[294],precision@1: 0.0,"[[{'corpus_id': 294, 'score': 0.15716880559921265}]]",454
Wi-Fi generationsvte Wi-Fi,schema_description,1,"Index([428], dtype='int64')",[428],precision@1: 1.0,"[[{'corpus_id': 428, 'score': 0.1504421830177307}]]",454
artists,contextualized,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[405, 245, 97, 80, 0]",precision@5: 0.2,"[[{'corpus_id': 405, 'score': 0.11447396874427795}, {'corpus_id': 245, 'score': 0.11107662320137024}, {'corpus_id': 97, 'score': 0.09645116329193115}, {'corpus_id': 80, 'score': 0.09440380334854126}, {'corpus_id': 0, 'score': 0.09128023684024811}]]",454
playlists,contextualized,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[6, 7, 5, 245, 405]",precision@5: 0.6,"[[{'corpus_id': 6, 'score': 0.13406908512115479}, {'corpus_id': 7, 'score': 0.13293157517910004}, {'corpus_id': 5, 'score': 0.13129524886608124}, {'corpus_id': 245, 'score': 0.12984226644039154}, {'corpus_id': 405, 'score': 0.12960533797740936}]]",454
